epoch,train_loss,train_acc,val_loss,val_acc
1,2.0145362812450953,0.36304761904761906,1.399146619266934,0.5711111111111111
2,1.1221364704313732,0.6386666666666667,0.9667251516977946,0.6946666666666667
3,0.7646902631577991,0.7500952380952381,0.7969078743722704,0.7497777777777778
4,0.5821368683406285,0.8073333333333333,0.7002386965221828,0.7813333333333333
5,0.4613949837968463,0.845047619047619,0.6605693870120578,0.7884444444444444
6,0.37138177113305954,0.8765714285714286,0.6336989834573534,0.7964444444444444
7,0.30717766011612757,0.8961904761904762,0.6299290175173018,0.8013333333333333
8,0.25859866260914577,0.913047619047619,0.6200060013665093,0.816
9,0.22031827428724085,0.9280952380952381,0.6206695097287496,0.8204444444444444
10,0.18872112236704144,0.9381904761904762,0.6262059955332014,0.8217777777777778
11,0.14884957351003375,0.9548571428571428,0.6268170258998871,0.8337777777777777
12,0.1273352474343209,0.9604761904761905,0.6221668113072714,0.8364444444444444
13,0.11073163784792026,0.9659047619047619,0.6321403789255354,0.8342222222222222
14,0.10800374145380089,0.9677142857142857,0.6286728688610924,0.8337777777777777
15,0.10232960347334544,0.9708571428571429,0.6301726138989131,0.8386666666666667
16,0.09082001254406004,0.973047619047619,0.6550801524188783,0.8302222222222222
17,0.08606360592586654,0.9748571428571429,0.6636967700587378,0.8373333333333334
18,0.08484271601268223,0.9735238095238096,0.6650646633439594,0.8386666666666667
19,0.08537105318762007,0.9737142857142858,0.6894335425164965,0.8346666666666667
20,0.07172200092620083,0.9796190476190476,0.70400720471806,0.8328888888888889
21,0.06007056230586022,0.9836190476190476,0.6900966590775384,0.8386666666666667
22,0.05978778465021224,0.9818095238095238,0.6886481482055452,0.8373333333333334
23,0.05812395658734299,0.9836190476190476,0.6964066833655039,0.8364444444444444
24,0.054690481037788445,0.9846666666666667,0.709057045062383,0.8417777777777777
25,0.05053592460070338,0.9872380952380952,0.7177166946265433,0.8364444444444444
26,0.04723304923801195,0.9871428571428571,0.7317492516040802,0.8377777777777777
27,0.04750687140794027,0.9868571428571429,0.7281846086449093,0.8391111111111111
28,0.04419603988523817,0.9884761904761905,0.747054831902186,0.8368888888888889
29,0.041360749778670394,0.9901904761904762,0.7414088081518809,0.8404444444444444
30,0.04233018905775888,0.9897142857142858,0.7596406801409191,0.8337777777777777
31,0.04055463114842063,0.9888571428571429,0.7549035696321064,0.8364444444444444
32,0.0366421039941765,0.9909523809523809,0.7553054233259625,0.8351111111111111
33,0.03667556085614931,0.9909523809523809,0.7544461158381568,0.8391111111111111
34,0.03464602803199419,0.9916190476190476,0.7605045623779297,0.8373333333333334
35,0.033747790643196954,0.9910476190476191,0.7608283020920223,0.8368888888888889
36,0.03274202344956852,0.9915238095238095,0.7713028802341885,0.8355555555555556
37,0.03241017747999978,0.9915238095238095,0.7734320925606621,0.8364444444444444
38,0.0322056339631478,0.9924761904761905,0.7815195321109559,0.8355555555555556
39,0.03132375003326507,0.9922857142857143,0.7826819102896584,0.8333333333333334
40,0.03280217949913016,0.9914285714285714,0.7899487951331668,0.8342222222222222
