epoch,train_loss,train_acc,val_loss,val_acc
1,2.079086420604161,0.3273333333333333,1.2959788725111219,0.5911111111111111
2,1.018856624921163,0.67,0.6309301295810276,0.8071111111111111
3,0.626524048510052,0.7876190476190477,0.4840893249776628,0.8457777777777777
4,0.4771156734029452,0.8391428571428572,0.33263802471425796,0.8968888888888888
5,0.3780035679280048,0.8714285714285714,0.30472467719184027,0.8982222222222223
6,0.30658122256256287,0.8948571428571429,0.2537268297539817,0.9191111111111111
7,0.2890292121824764,0.8987619047619048,0.22147736730178197,0.9244444444444444
8,0.24644567852928526,0.915047619047619,0.24707926054795584,0.9137777777777778
9,0.22177274123543786,0.9232380952380952,0.17197910318109724,0.9497777777777778
10,0.19959815706827103,0.932952380952381,0.1576522937218348,0.9497777777777778
11,0.16428957788504306,0.9485714285714286,0.13885356826914683,0.9626666666666667
12,0.1469946912200678,0.9494285714285714,0.14409305551979276,0.9608888888888889
13,0.14727074923401787,0.9537142857142857,0.14042825767397882,0.9568888888888889
14,0.13648006924206302,0.9557142857142857,0.1330664599504736,0.9617777777777777
15,0.1301267086551303,0.9561904761904761,0.13358109097017182,0.9608888888888889
16,0.12646810889244078,0.9566666666666667,0.13318234729104572,0.9582222222222222
17,0.12135629982075521,0.9603809523809523,0.141843453043037,0.9564444444444444
18,0.1154093769178504,0.9635238095238096,0.1327040118177732,0.964
19,0.10856293250238966,0.9637142857142857,0.1313417926563157,0.9604444444444444
20,0.10704424701985858,0.9660952380952381,0.12379204197062386,0.9657777777777777
