epoch,train_loss,train_acc,val_loss,val_acc
1,2.404133557819185,0.19076190476190477,1.724839217291938,0.43866666666666665
2,1.5335280694961548,0.4706666666666667,0.9869440064430237,0.6791111111111111
3,1.0772519526708695,0.6109523809523809,0.67498962937461,0.7697777777777778
4,0.8651218929744902,0.684,0.5654646254380544,0.8208888888888889
5,0.744472709110805,0.7237142857142858,0.4576734823120965,0.8435555555555555
6,0.6379968734241668,0.766,0.37091023144457075,0.8648888888888889
7,0.5471019343648638,0.7965714285714286,0.34072116012043424,0.8853333333333333
8,0.492878017334711,0.8164761904761905,0.2715406831171778,0.912
9,0.4436335190704891,0.8392380952380952,0.2569346632957458,0.9173333333333333
10,0.4018649882134937,0.8583809523809524,0.22570294458998574,0.9195555555555556
11,0.3376918663414461,0.8783809523809524,0.1742574099699656,0.9435555555555556
12,0.3025099559681756,0.8927619047619048,0.1577891770005226,0.9471111111111111
13,0.2898600836140769,0.8962857142857142,0.16808486355675592,0.9466666666666667
14,0.28587865953786035,0.8977142857142857,0.1499675700134701,0.948
15,0.2665398523623035,0.9055238095238095,0.1275137803024716,0.9577777777777777
16,0.2520630323659806,0.9086666666666666,0.13771486859520277,0.9493333333333334
17,0.24925823383671897,0.9080952380952381,0.1458894067671564,0.9488888888888889
18,0.23930811648993264,0.9156190476190477,0.1273888909783628,0.9524444444444444
19,0.2260500686395736,0.9178095238095239,0.11539112150006824,0.9564444444444444
20,0.22527011384424708,0.9203809523809524,0.1101829436355167,0.9582222222222222
21,0.20516295822461447,0.9281904761904762,0.10518282710181343,0.9617777777777777
22,0.19559532371589117,0.9282857142857143,0.10409168983830346,0.9653333333333334
23,0.18771594841281572,0.9324761904761905,0.10221164700057772,0.9653333333333334
24,0.18798750706354067,0.9316190476190476,0.09746219307846493,0.9622222222222222
25,0.17590854006615422,0.934952380952381,0.10125999902354346,0.964
26,0.17962579953670502,0.9365714285714286,0.0971647750834624,0.9666666666666667
27,0.18205309345608667,0.9344761904761905,0.10040282201766967,0.9626666666666667
28,0.1662880260007722,0.9398095238095238,0.09806741529040866,0.9671111111111111
29,0.1721526511444577,0.9362857142857143,0.10297554314136505,0.9671111111111111
30,0.16272225717135838,0.9415238095238095,0.09101033149494066,0.9671111111111111
