epoch,train_loss,train_acc,val_loss,val_acc
1,2.4201767902374267,0.20276190476190475,1.8654244191911487,0.43066666666666664
2,1.4000849165235247,0.5644761904761905,1.1648245485093858,0.6288888888888889
3,1.0728738791147867,0.6514285714285715,1.0539988369411892,0.6488888888888888
4,0.9592349467050462,0.6822857142857143,1.045716856320699,0.6506666666666666
5,0.8919758156608968,0.6966666666666667,0.9138791915045844,0.6946666666666667
6,0.8420565883091518,0.7092380952380952,0.8579042637083265,0.7
7,0.8085552129518419,0.7172380952380952,0.8558154737154643,0.6973333333333334
8,0.7894888589949834,0.7200952380952381,0.8215630714098613,0.7102222222222222
9,0.7806682068279811,0.7229523809523809,0.8069417549769083,0.712
10,0.772532864071074,0.7243809523809523,0.8243716795179579,0.7075555555555556
11,0.751982151667277,0.7280952380952381,0.7967616889741685,0.7124444444444444
12,0.7434536942754473,0.7304761904761905,0.7851073671976725,0.7182222222222222
13,0.7423286165257894,0.7307619047619047,0.7904435459242927,0.7142222222222222
14,0.7393067922138032,0.7310476190476191,0.7962977853880988,0.7124444444444444
15,0.741222575778053,0.7302857142857143,0.7945365677409701,0.7115555555555556
16,0.7368744535219102,0.7314285714285714,0.7831039463678996,0.7173333333333334
17,0.7345615722338359,0.7317142857142858,0.7771573180092706,0.7186666666666667
18,0.7338576837948391,0.7316190476190476,0.7808339784940084,0.7173333333333334
19,0.7329124358949207,0.7314285714285714,0.7989332308769226,0.7142222222222222
20,0.7360748856408256,0.7313333333333333,0.7909102677769131,0.7173333333333334
21,0.7288866975420997,0.7326666666666667,0.7810863656467861,0.7168888888888889
22,0.7269372980821691,0.7327619047619047,0.7855413128534953,0.7164444444444444
23,0.7263105210803804,0.7328571428571429,0.7824339996973674,0.7173333333333334
24,0.7256540594328017,0.7329523809523809,0.7745565333366394,0.7195555555555555
25,0.7254994085402716,0.7328571428571429,0.7851583411958483,0.7186666666666667
26,0.7251663161572861,0.7329523809523809,0.7918447613186307,0.72
27,0.7254512988726298,0.7329523809523809,0.7826802770826552,0.7191111111111111
28,0.7248102377482823,0.7329523809523809,0.7802303437127007,0.7177777777777777
29,0.7246459767969237,0.7329523809523809,0.7813534536361695,0.7186666666666667
30,0.724862913949149,0.7329523809523809,0.7798893872367011,0.7195555555555555
