epoch,train_loss,train_acc,val_loss,val_acc
1,1.9214368332000005,0.36257142857142854,1.1783918031056722,0.6097777777777778
2,0.9802879047393799,0.6739047619047619,0.5968426502015856,0.8173333333333334
3,0.6572238465490795,0.778,0.4518254557185703,0.8471111111111111
4,0.5250520245007106,0.8204761904761905,0.3351839508215586,0.8902222222222222
5,0.45155667100633895,0.8499047619047619,0.2736265249848366,0.9151111111111111
6,0.37175394679818835,0.8724761904761905,0.2301530076265335,0.9275555555555556
7,0.34488498762675696,0.8846666666666667,0.23825911112626394,0.9177777777777778
8,0.29897644715933575,0.8996190476190477,0.18468742039468553,0.9408888888888889
9,0.261981252965473,0.9072380952380953,0.15438608138097656,0.948
10,0.2491058722947325,0.9121904761904762,0.18640609149138132,0.9355555555555556
11,0.20028362338315872,0.9313333333333333,0.14062568302618134,0.9524444444444444
12,0.18924380837505062,0.9379047619047619,0.14120255814989408,0.9484444444444444
13,0.18450076748820998,0.9343809523809524,0.1324553284181489,0.9591111111111111
14,0.17585133209071188,0.9398095238095238,0.13043180384238562,0.9564444444444444
15,0.1694055758643718,0.9388571428571428,0.11629788903726472,0.9586666666666667
16,0.1588094377489317,0.9477142857142857,0.1211652274545696,0.9604444444444444
17,0.15190003014746167,0.948,0.11608107966184616,0.9608888888888889
18,0.16257646219787145,0.9440952380952381,0.12732874151070914,0.956
19,0.14744702380186037,0.9498095238095238,0.10906793319309752,0.9626666666666667
20,0.1383068037033081,0.9532380952380952,0.12483758256749974,0.9546666666666667
21,0.11972516099611918,0.9606666666666667,0.09595465951578484,0.9657777777777777
22,0.1269866891233694,0.9582857142857143,0.10448736435257726,0.9666666666666667
23,0.1159430185038419,0.9598095238095238,0.10405985250158442,0.9662222222222222
24,0.1113069167734523,0.9637142857142857,0.09805571381830507,0.9675555555555555
25,0.11554266836886694,0.9599047619047619,0.09970867416097058,0.9644444444444444
26,0.11011514675475302,0.9621904761904762,0.09927113895366589,0.9644444444444444
27,0.10918465949240184,0.9638095238095238,0.11653529985083474,0.9604444444444444
28,0.10546341298910833,0.9653333333333334,0.10105684808724456,0.9662222222222222
29,0.10754970210222971,0.964952380952381,0.09581756772556238,0.968
30,0.10319012675008604,0.9664761904761905,0.09340904958215025,0.9662222222222222
